timeOpen;timeClose;timeHigh;timeLow;open;high;low;close;volume;marketCap;timestamp
"2023-08-31T00:00:00.000Z";"2023-08-31T23:59:59.999Z";"2023-08-31T04:02:00.000Z";"2023-08-31T21:13:00.000Z";0.4876854013;0.4943186126;0.4564976176;0.459172185;2532427.02;111854255.11;"2023-08-31T23:59:59.999Z"
"2023-08-30T00:00:00.000Z";"2023-08-30T23:59:59.999Z";"2023-08-30T22:31:00.000Z";"2023-08-30T08:18:00.000Z";0.4814566943;0.4935739412;0.4709768886;0.487711365;2625888.41;118778110.34;"2023-08-30T23:59:59.999Z"
"2023-08-29T00:00:00.000Z";"2023-08-29T23:59:59.999Z";"2023-08-29T14:46:00.000Z";"2023-08-29T03:45:00.000Z";0.4740979655;0.4946240958;0.4617313298;0.4810182034;4266761.34;117120092.07;"2023-08-29T23:59:59.999Z"
"2023-08-28T00:00:00.000Z";"2023-08-28T23:59:59.999Z";"2023-08-28T01:45:00.000Z";"2023-08-28T23:59:00.000Z";0.5054748467;0.5131697494;0.4742300757;0.4742300757;2788781.12;115439675.67;"2023-08-28T23:59:59.999Z"
"2023-08-27T00:00:00.000Z";"2023-08-27T23:59:59.999Z";"2023-08-27T04:47:00.000Z";"2023-08-27T18:43:00.000Z";0.5169612805;0.5300071262;0.4991692919;0.5054305;4757426.6;123005257.49;"2023-08-27T23:59:59.999Z"
"2023-08-26T00:00:00.000Z";"2023-08-26T23:59:59.999Z";"2023-08-26T12:56:00.000Z";"2023-08-26T07:25:00.000Z";0.5027035014;0.5305805251;0.4790364379;0.5169877415;13506998.33;125787749.98;"2023-08-26T23:59:59.999Z"
"2023-08-25T00:00:00.000Z";"2023-08-25T23:59:59.999Z";"2023-08-25T19:14:00.000Z";"2023-08-25T14:58:00.000Z";0.4516909509;0.5767263413;0.4429807954;0.5041134342;12043500.87;122625935.14;"2023-08-25T23:59:59.999Z"
"2023-08-24T00:00:00.000Z";"2023-08-24T23:59:59.999Z";"2023-08-24T00:10:00.000Z";"2023-08-24T17:41:00.000Z";0.4568017557;0.4581149606;0.4489788423;0.4516584961;1042580.85;109839939.92;"2023-08-24T23:59:59.999Z"
"2023-08-23T00:00:00.000Z";"2023-08-23T23:59:59.999Z";"2023-08-23T20:42:00.000Z";"2023-08-23T13:26:00.000Z";0.445121383;0.4637829546;0.4432924202;0.4568053571;1617832.59;111064975.9;"2023-08-23T23:59:59.999Z"
"2023-08-22T00:00:00.000Z";"2023-08-22T23:59:59.999Z";"2023-08-22T02:26:00.000Z";"2023-08-22T21:40:00.000Z";0.4582870475;0.460769756;0.4339402899;0.4451123555;1721323.17;108196048.2;"2023-08-22T23:59:59.999Z"
