timeOpen;timeClose;timeHigh;timeLow;open;high;low;close;volume;marketCap;timestamp
"2023-08-31T00:00:00.000Z";"2023-08-31T23:59:59.999Z";"2023-08-31T11:49:00.000Z";"2023-08-31T21:10:00.000Z";0.3158632921;0.321489374;0.3055943306;0.3087410366;4614417.87;97930725.97;"2023-08-31T23:59:59.999Z"
"2023-08-30T00:00:00.000Z";"2023-08-30T23:59:59.999Z";"2023-08-30T00:13:00.000Z";"2023-08-30T18:41:00.000Z";0.3222256773;0.3224893158;0.3143164498;0.3158259266;3745336.2;100161986.92;"2023-08-30T23:59:59.999Z"
"2023-08-29T00:00:00.000Z";"2023-08-29T23:59:59.999Z";"2023-08-29T23:10:00.000Z";"2023-08-29T10:38:00.000Z";0.3123836337;0.3257927287;0.307464267;0.3222285286;6247481.12;102176134.86;"2023-08-29T23:59:59.999Z"
"2023-08-28T00:00:00.000Z";"2023-08-28T23:59:59.999Z";"2023-08-28T12:39:00.000Z";"2023-08-28T08:39:00.000Z";0.3144339545;0.3171376869;0.307496851;0.312335494;4256352.33;99023108.49;"2023-08-28T23:59:59.999Z"
"2023-08-27T00:00:00.000Z";"2023-08-27T23:59:59.999Z";"2023-08-27T06:52:00.000Z";"2023-08-27T22:54:00.000Z";0.3181043026;0.3210331009;0.3134445361;0.3144682618;4199276.54;99683285.2;"2023-08-27T23:59:59.999Z"
"2023-08-26T00:00:00.000Z";"2023-08-26T23:59:59.999Z";"2023-08-26T04:46:00.000Z";"2023-08-26T23:19:00.000Z";0.3226938109;0.3350239036;0.3170614851;0.3180806637;7747452.58;100812130.84;"2023-08-26T23:59:59.999Z"
"2023-08-25T00:00:00.000Z";"2023-08-25T23:59:59.999Z";"2023-08-25T19:26:00.000Z";"2023-08-25T05:03:00.000Z";0.3068706703;0.3421990095;0.3015491259;0.3226848196;12542901.39;102255066.05;"2023-08-25T23:59:59.999Z"
"2023-08-24T00:00:00.000Z";"2023-08-24T23:59:59.999Z";"2023-08-24T05:55:00.000Z";"2023-08-24T23:37:00.000Z";0.3105433465;0.3229172533;0.3064577043;0.3068937629;5074927.17;97235473.26;"2023-08-24T23:59:59.999Z"
"2023-08-23T00:00:00.000Z";"2023-08-23T23:59:59.999Z";"2023-08-23T17:19:00.000Z";"2023-08-23T13:20:00.000Z";0.308313126;0.3205285092;0.3043130707;0.3105527697;4844669.22;98378963.34;"2023-08-23T23:59:59.999Z"
"2023-08-22T00:00:00.000Z";"2023-08-22T23:59:59.999Z";"2023-08-22T09:02:00.000Z";"2023-08-22T21:41:00.000Z";0.3137329602;0.3164189248;0.3013882872;0.3083070217;4964164.03;97651702.3;"2023-08-22T23:59:59.999Z"
